price_mean_pfx,price_std_pfx,price_min_pfx,price_max_pfx,price2_mean_pfx,price2_std_pfx,country_mode_pfx,page_1_(main_category)_mode_pfx,page_2_(clothing_model)_mode_pfx,colour_mode_pfx,model_photography_mode_pfx,country_nunique_pfx,page_1_(main_category)_nunique_pfx,page_2_(clothing_model)_nunique_pfx,colour_nunique_pfx,model_photography_nunique_pfx,target
54.0,13.856406460551018,38,62,1.3333333333333333,0.5773502691896258,29,1,A11,3,1,1,1,2,1,1,1
53.2,9.20326029187483,38,62,1.2,0.4472135954999579,29,2,A11,3,1,1,2,5,5,1,0
38.0,7.0710678118654755,33,43,1.5,0.7071067811865476,29,3,C37,2,1,1,1,2,2,2,1
52.5,6.363961030678928,48,57,1.0,0.0,29,3,C56,6,2,1,2,2,1,1,1
57.0,0.0,57,57,1.0,0.0,29,2,B27,2,1,1,1,1,1,1,1
28.0,5.0,23,33,2.0,0.0,29,4,C14,7,1,1,2,5,3,2,1
45.6,10.406728592598157,38,57,1.6,0.5477225575051662,29,2,B19,9,1,1,1,5,4,1,0
36.75,10.307764064044154,28,48,1.5,0.5773502691896257,29,3,C17,14,1,1,2,4,2,1,1
48.4,7.700649323271381,38,57,1.0,0.0,29,2,B4,10,1,1,3,4,4,2,1
49.75,8.180260794538684,38,57,1.25,0.5,29,2,B16,12,1,1,1,3,3,1,1
46.6,9.710818709048173,38,57,1.6,0.5477225575051661,29,2,B1,4,1,1,1,5,5,1,1
38.0,0.0,38,38,2.0,0.0,29,2,B17,6,2,1,1,1,1,1,1
54.4,13.903237033151669,38,72,1.4,0.5477225575051662,29,1,A11,3,1,1,2,5,3,2,0
55.2,11.122050170719424,38,67,1.2,0.4472135954999579,29,2,B1,12,1,1,1,5,4,2,1
38.8,8.555699854482976,28,52,1.8,0.4472135954999579,29,2,B17,6,2,1,3,4,4,2,0
23.0,0.0,23,23,2.0,0.0,29,4,P9,4,2,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,29,1,A10,3,1,1,1,1,1,1,1
53.6,22.501111083677625,28,82,1.6,0.5477225575051662,29,1,A1,3,1,1,1,5,2,1,0
40.0,5.7008771254956905,33,48,1.2,0.4472135954999579,29,4,P1,4,1,1,1,5,4,2,1
39.0,8.215838362577491,28,48,1.4,0.5477225575051662,29,4,P23,6,2,1,1,5,3,2,0
44.8,7.328028384224504,33,52,1.2,0.4472135954999579,29,3,A15,12,1,1,3,5,3,2,1
38.0,0.0,38,38,2.0,0.0,29,2,B17,6,2,1,1,1,1,1,1
54.0,12.12435565298214,43,67,1.3333333333333333,0.5773502691896257,29,2,B10,2,1,1,1,3,2,1,1
44.8,11.122050170719424,33,62,1.6,0.5477225575051661,29,2,A31,6,1,1,3,5,3,2,1
52.0,0.0,52,52,1.0,0.0,29,2,B4,10,1,1,1,1,1,1,1
52.4,12.259690045021529,38,67,1.4,0.5477225575051662,29,2,B10,2,1,1,1,5,4,2,1
50.6,15.993748778819803,28,72,1.2,0.4472135954999579,29,3,A3,3,1,1,3,5,5,2,1
47.8,8.955445270895243,38,62,1.2,0.4472135954999579,29,3,A38,6,1,1,2,5,4,1,0
52.0,0.0,52,52,1.0,0.0,9,2,B8,4,2,1,1,1,1,1,1
54.75,10.012492197250394,43,67,1.25,0.5,29,2,B1,2,1,1,1,4,3,1,1
39.666666666666664,5.773502691896256,33,43,1.3333333333333333,0.5773502691896258,29,3,C2,12,1,1,1,2,2,1,1
43.0,0.0,43,43,2.0,0.0,29,1,A2,3,1,1,1,3,1,1,1
55.0,38.18376618407357,28,82,1.5,0.7071067811865476,29,1,A13,1,1,1,1,2,2,1,1
52.5,6.363961030678928,48,57,1.0,0.0,29,3,C17,6,1,1,1,2,2,2,1
52.4,7.436396977031283,43,62,1.0,0.0,29,2,B29,2,1,1,3,5,3,1,1
43.8,10.986355173577817,33,62,1.6,0.5477225575051662,29,1,A11,3,1,1,2,5,4,1,0
38.0,0.0,38,38,2.0,0.0,29,1,A12,2,1,1,1,1,1,1,1
48.0,0.0,48,48,1.0,0.0,29,3,C5,11,1,1,1,1,1,1,1
38.0,7.0710678118654755,28,43,1.75,0.5,29,1,A4,2,1,1,2,4,4,2,1
33.0,0.0,33,33,2.0,0.0,29,3,C6,6,1,1,1,1,1,1,1
44.6,12.541929676090517,33,62,1.6,0.5477225575051662,29,1,A23,6,2,1,3,5,4,2,0
46.6,10.922453936730518,33,57,1.4,0.5477225575051661,29,2,B23,4,1,1,3,5,5,1,1
40.5,2.886751345948129,38,43,2.0,0.0,29,1,A12,3,1,1,1,4,2,2,1
42.4,7.368853370776216,38,55,1.0,0.0,29,4,A27,4,1,1,2,5,4,2,1
43.8,7.120393247567159,33,52,1.4,0.5477225575051661,29,3,A6,3,1,1,3,5,5,1,1
39.0,6.519202405202649,33,48,1.8,0.4472135954999579,29,1,A15,14,2,1,1,5,4,2,1
30.0,5.70087712549569,23,38,1.8,0.4472135954999579,29,4,P1,7,1,1,1,5,4,2,0
42.6,11.738824472663351,28,57,1.6,0.5477225575051662,46,1,A1,3,1,1,2,5,3,2,1
38.8,14.342245291445828,23,62,1.4,0.5477225575051661,29,4,P11,4,1,1,3,4,3,2,1
51.4,11.458621208504974,38,67,1.4,0.5477225575051662,29,2,B1,2,1,1,1,5,4,2,1
50.6,19.70532922840925,33,82,1.6,0.5477225575051662,29,1,A10,3,1,1,3,5,3,1,0
49.4,10.99090533122727,38,62,1.4,0.5477225575051661,29,1,A22,4,1,1,3,5,4,2,1
54.4,10.99090533122727,38,62,1.2,0.4472135954999579,9,1,A21,1,1,1,2,5,4,1,1
46.6,14.638989036132244,33,67,1.2,0.4472135954999579,29,4,B1,2,1,1,2,5,3,2,1
48.6,14.62190138114739,38,67,1.6,0.5477225575051661,9,2,B10,2,1,1,1,5,3,1,1
46.6,14.205632685663812,33,62,1.6,0.5477225575051661,29,1,A17,2,1,1,2,5,3,2,1
48.4,9.710818709048173,38,57,1.4,0.5477225575051662,29,2,B1,6,1,1,1,5,4,1,1
51.0,18.35755975068582,38,72,1.6666666666666667,0.5773502691896258,29,1,A3,3,1,1,1,3,1,2,1
52.2,11.300442469213316,33,62,1.2,0.4472135954999579,29,2,A15,2,1,1,2,5,5,2,0
36.0,7.582875444051551,28,48,1.6,0.5477225575051661,46,4,P1,2,1,1,1,5,4,2,1
51.0,11.247221879201993,33,62,1.2,0.4472135954999579,29,3,A16,1,1,1,2,5,4,2,1
42.8,9.628083921528727,33,57,1.8,0.4472135954999579,29,2,A12,1,1,1,2,5,5,2,0
45.6,15.109599597606817,33,62,1.6,0.5477225575051661,46,1,A8,3,1,1,2,4,4,1,0
60.75,4.7871355387816905,57,67,1.0,0.0,46,2,B21,2,1,1,1,4,4,1,1
51.8,8.729261137118078,38,62,1.2,0.4472135954999579,29,1,A27,3,2,1,2,5,4,2,1
38.0,0.0,38,38,2.0,0.0,22,1,A4,3,2,1,1,1,1,1,1
43.8,12.5777581468241,28,62,1.2,0.4472135954999579,29,4,B13,9,1,1,3,5,3,2,1
38.0,0.0,38,38,2.0,0.0,29,1,A32,2,1,1,1,1,1,1,1
36.0,7.58287544405155,28,48,1.6,0.5477225575051661,29,4,P1,9,2,1,1,5,4,2,0
47.666666666666664,14.50287327853806,33,62,1.3333333333333333,0.5773502691896257,29,1,A11,2,2,1,2,3,3,2,1
57.4,17.54422982065614,38,82,1.4,0.5477225575051661,16,1,A10,3,1,1,1,5,2,1,0
43.8,11.541230437002806,33,62,1.2,0.4472135954999579,29,4,A11,2,1,1,2,5,3,2,1
41.4,11.193748255164577,33,60,1.8,0.4472135954999579,34,1,A12,2,1,1,1,5,4,2,0
42.6,11.738824472663351,28,57,1.6,0.5477225575051661,29,2,B1,2,1,1,2,5,5,2,1
39.0,4.183300132670378,33,43,2.0,0.0,29,1,A28,1,1,1,2,5,5,2,0
28.0,8.660254037844387,23,43,1.8,0.4472135954999579,29,3,C3,6,2,1,2,3,2,1,1
43.0,0.0,43,43,1.6666666666666667,0.5773502691896258,29,1,A5,2,1,1,3,3,2,1,1
38.0,0.0,38,38,2.0,0.0,29,2,B19,13,1,1,1,1,1,1,1
25.5,3.5355339059327378,23,28,2.0,0.0,29,3,C14,9,1,1,2,2,2,1,1
46.2,8.927485648266257,33,57,1.2,0.4472135954999579,9,3,C11,14,1,1,1,5,4,1,1
44.4,9.07193474403338,38,60,1.8,0.4472135954999579,9,1,A2,3,1,1,1,5,2,2,1
41.8,15.139352694220449,26,62,1.6,0.5477225575051661,44,3,A11,3,1,1,2,5,4,2,1
62.0,0.0,62,62,1.0,0.0,46,1,A8,3,1,1,1,1,1,1,1
43.0,0.0,43,43,2.0,0.0,46,1,A2,3,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,46,1,A4,3,2,1,1,1,1,1,1
53.4,22.512218904408332,28,82,1.4,0.5477225575051661,29,1,A11,3,1,1,1,5,4,2,0
47.6,5.727128425310542,38,52,1.2,0.4472135954999579,29,2,B8,7,1,1,2,3,2,2,1
36.0,2.73861278752583,33,38,2.0,0.0,29,2,B17,7,1,1,2,5,4,2,1
48.0,0.0,48,48,1.0,0.0,29,3,C8,2,2,1,1,1,1,1,1
55.0,0.0,55,55,1.0,0.0,29,3,C44,14,1,1,1,1,1,1,1
50.0,16.97056274847714,38,62,1.5,0.7071067811865476,29,1,A20,2,1,1,1,2,2,2,1
49.0,13.000000000000002,33,62,1.4,0.5477225575051661,29,1,A15,2,1,1,2,5,4,2,1
46.25,9.742518497116988,38,57,1.5,0.5773502691896257,9,2,B19,13,1,1,2,3,2,2,1
57.5,13.435028842544405,48,67,1.0,0.0,29,2,B10,2,1,1,2,2,2,1,1
48.6,10.430723848324238,33,62,1.4,0.5477225575051662,29,2,A16,1,1,1,3,5,3,2,1
59.5,3.5355339059327378,57,62,1.0,0.0,29,2,B1,2,1,1,1,2,2,1,1
39.8,9.418067742376884,28,52,1.8,0.4472135954999579,9,1,A1,3,1,1,2,5,3,2,0
38.6,18.35211159512714,20,62,1.6,0.5477225575051661,9,3,C50,9,1,1,2,4,4,2,1
43.0,0.0,43,43,2.0,0.0,9,1,A2,3,1,1,1,1,1,1,1
47.8,13.700364958642524,38,72,1.8,0.4472135954999579,9,1,A10,3,1,1,1,5,1,1,0
39.8,8.729261137118078,28,52,1.4,0.5477225575051662,29,2,A13,2,1,1,3,5,4,2,1
33.0,8.660254037844387,28,43,2.0,0.0,29,1,A1,1,1,1,1,3,3,1,1
44.0,8.94427190999916,28,48,1.2,0.4472135954999579,9,3,C16,13,1,1,1,5,4,1,0
47.5,20.663978319771825,23,67,1.5,0.5773502691896257,9,2,B10,9,1,1,2,4,3,2,1
30.5,3.5355339059327378,28,33,2.0,0.0,29,1,A13,1,1,1,1,2,2,2,1
62.0,0.0,62,62,1.0,0.0,29,1,A17,2,1,1,1,1,1,1,1
28.0,0.0,28,28,2.0,0.0,29,3,C41,13,1,1,1,2,2,2,1
41.333333333333336,2.886751345948128,38,43,1.6666666666666667,0.5773502691896257,41,2,B11,2,1,1,2,3,3,2,1
40.5,3.5355339059327378,38,43,2.0,0.0,9,1,A4,3,1,1,1,2,1,2,1
57.0,7.0710678118654755,52,62,1.0,0.0,29,1,A31,6,1,1,2,2,2,2,1
60.0,0.0,60,60,1.0,0.0,44,1,A29,2,1,1,1,1,1,1,1
33.0,0.0,33,33,2.0,0.0,29,4,P12,4,1,1,1,1,1,1,1
49.8,18.130085493455347,38,82,1.8,0.4472135954999579,9,1,A10,3,1,1,1,5,1,1,1
28.0,0.0,28,28,2.0,0.0,29,1,A1,8,1,1,1,1,1,1,1
39.333333333333336,19.629909152447276,28,62,1.6666666666666667,0.5773502691896258,9,1,A1,1,1,1,1,3,2,1,1
35.0,4.47213595499958,33,43,2.0,0.0,9,1,A19,1,1,1,1,3,3,2,1
23.0,4.242640687119285,20,26,2.0,0.0,9,3,C49,4,2,1,1,2,2,1,1
38.0,14.142135623730953,28,48,1.5,0.7071067811865476,29,3,C41,11,1,1,1,2,2,1,1
40.5,3.5355339059327378,38,43,2.0,0.0,9,1,A4,3,1,1,1,2,1,2,1
38.0,0.0,38,38,2.0,0.0,29,1,A4,3,2,1,1,1,1,1,1
51.6,19.91983935678197,38,82,1.6,0.5477225575051661,9,1,A26,2,1,1,1,4,4,1,1
44.8,7.155417527999327,38,57,1.6,0.5477225575051662,29,1,A2,3,1,1,3,5,4,2,0
38.8,13.442470011125186,28,62,1.8,0.4472135954999579,9,1,A15,14,2,1,1,4,4,2,0
28.0,0.0,28,28,2.0,0.0,29,1,A1,8,1,1,1,1,1,1,1
38.8,15.990622251807464,23,62,1.6,0.5477225575051662,29,3,A15,9,1,1,2,5,4,2,1
50.0,13.856406460551018,38,62,1.5,0.5773502691896257,29,2,B15,9,1,1,1,3,3,2,1
46.0,5.196152422706632,43,52,1.6666666666666667,0.5773502691896258,9,1,A5,3,1,1,2,3,2,2,1
45.0,6.708203932499369,33,48,1.2,0.4472135954999579,29,3,C27,11,1,1,1,5,4,2,0
35.0,7.582875444051551,28,48,1.8,0.4472135954999579,9,3,C31,12,1,1,1,4,3,1,0
55.0,9.899494936611664,48,62,1.5,0.7071067811865476,29,1,A37,2,1,1,2,2,1,1,1
57.0,0.0,57,57,1.0,0.0,9,2,B2,3,2,1,1,1,1,1,1
52.4,13.145341380123988,38,62,1.4,0.5477225575051661,29,1,A21,1,1,1,1,3,2,2,1
37.2,13.386560424545207,20,52,1.6,0.5477225575051662,29,3,C29,6,1,1,1,5,4,2,0
58.5,10.598742063723096,43,67,1.25,0.5,29,2,B10,2,1,1,1,4,2,2,1
52.5,20.506096654409877,38,67,1.5,0.7071067811865476,29,2,B10,2,1,1,1,2,1,1,1
44.0,15.3785564992297,23,60,1.4,0.5477225575051661,29,3,A14,3,1,1,4,5,4,2,1
45.75,13.671747023210555,26,57,1.25,0.5,9,3,B26,13,1,1,2,4,3,2,1
39.4,12.239281024635394,28,60,1.8,0.4472135954999579,29,1,A13,1,1,1,1,5,3,2,0
40.6,17.700282483621553,23,62,1.6,0.5477225575051662,29,1,A15,9,2,1,3,5,4,2,1
28.0,0.0,28,28,2.0,0.0,29,3,C30,2,2,1,1,1,1,1,1
38.0,14.142135623730953,28,48,1.5,0.7071067811865476,29,4,P19,2,1,1,1,2,2,1,1
37.0,8.215838362577491,28,48,1.6,0.5477225575051662,29,1,A15,14,2,1,3,4,2,2,1
23.0,0.0,23,23,2.0,0.0,29,3,C3,6,2,1,1,1,1,1,1
30.5,3.5355339059327378,28,33,2.0,0.0,29,3,C16,6,1,1,1,2,2,1,1
40.8,14.463747785411636,23,62,1.4,0.5477225575051662,29,4,P6,2,1,1,2,4,4,2,1
28.0,0.0,28,28,2.0,0.0,24,3,C41,13,1,1,1,1,1,1,1
50.0,16.97056274847714,38,62,1.5,0.7071067811865476,29,1,A10,3,1,1,1,2,1,1,1
36.333333333333336,2.886751345948128,33,38,2.0,0.0,24,1,A30,6,1,1,1,2,2,2,1
45.5,3.5355339059327378,43,48,1.0,0.0,29,3,C17,2,1,1,2,2,2,1,1
49.0,13.0,28,62,1.2,0.4472135954999579,29,3,B13,2,1,1,2,5,5,2,1
42.0,8.215838362577491,28,48,1.2,0.4472135954999579,29,3,C10,14,1,1,1,5,4,2,0
47.6,15.339491516996253,33,72,1.6,0.5477225575051661,29,1,A10,3,1,1,2,5,3,2,0
48.2,14.02497771834237,33,60,1.4,0.5477225575051661,9,1,A14,3,1,1,1,5,3,2,1
43.0,0.0,43,43,2.0,0.0,9,1,A5,3,1,1,1,1,1,1,1
46.0,17.08800749063506,28,62,1.3333333333333333,0.5773502691896257,29,1,A1,3,1,1,2,3,3,1,1
48.0,0.0,48,48,1.0,0.0,24,3,C13,9,1,1,1,1,1,1,1
42.666666666666664,25.40341184434353,28,72,1.6666666666666667,0.5773502691896257,29,1,A1,1,1,1,1,3,3,1,1
34.0,6.519202405202649,28,43,1.6,0.5477225575051661,29,4,P1,3,1,1,1,5,3,2,0
41.333333333333336,2.88675134594813,38,43,2.0,0.0,29,1,A18,3,1,1,1,3,2,1,1
47.4,14.064138793399332,28,62,1.4,0.5477225575051661,29,1,A10,1,1,1,3,5,5,2,1
43.8,10.986355173577817,33,62,1.8,0.4472135954999579,29,1,A15,3,1,1,1,5,3,2,0
51.25,15.435349040433133,38,67,1.5,0.5773502691896257,29,2,B10,2,1,1,1,4,3,2,1
57.25,10.3400515794974,43,67,1.25,0.5,29,2,B13,12,1,1,1,4,3,2,1
35.5,3.5355339059327378,33,38,2.0,0.0,29,2,B12,2,1,1,2,2,2,1,1
28.0,0.0,28,28,2.0,0.0,29,3,C40,14,2,1,1,1,1,1,1
30.0,2.738612787525831,28,33,2.0,0.0,29,4,P12,9,1,1,1,5,4,2,1
41.0,7.582875444051551,33,48,1.6,0.5477225575051661,29,3,A5,2,1,1,2,5,5,1,0
62.0,0.0,62,62,1.0,0.0,29,1,A17,2,1,1,1,2,1,1,1
48.6,12.895735729302148,38,67,1.6,0.5477225575051662,29,2,B15,7,1,1,1,5,5,1,1
48.0,0.0,48,48,1.0,0.0,29,3,C58,14,2,1,1,1,1,1,1
43.6,10.310189135025604,33,57,1.6,0.5477225575051661,29,2,B19,5,1,1,2,5,5,2,1
52.2,12.357184145265457,33,67,1.2,0.4472135954999579,29,2,A15,14,1,1,2,5,4,2,0
42.5,14.153915830374764,28,57,1.5,0.5773502691896257,29,2,B31,2,1,1,2,4,4,1,1
48.6,15.043270920913445,33,67,1.6,0.5477225575051661,29,2,B10,2,1,1,2,5,3,2,1
31.333333333333332,2.886751345948129,28,33,2.0,0.0,29,1,A15,4,1,1,3,3,3,2,1
49.8,9.934787365615833,43,67,1.2,0.4472135954999579,29,3,B10,2,1,1,2,5,3,2,1
42.8,13.700364958642524,33,67,1.8,0.4472135954999579,29,2,B10,6,1,1,1,5,3,2,1
62.0,0.0,62,62,1.0,0.0,29,2,B13,12,2,1,1,1,1,1,1
47.4,8.82043082847998,38,57,1.4,0.5477225575051661,29,2,B1,2,1,1,1,5,5,2,1
62.0,4.0824829046386295,57,67,1.0,0.0,29,2,B13,12,1,1,1,3,3,2,1
42.0,10.8397416943394,23,48,1.2,0.4472135954999579,29,3,C17,14,1,1,1,5,4,2,1
39.8,13.0843417870369,28,62,1.8,0.4472135954999579,29,1,A4,3,2,1,2,4,3,2,1
43.0,0.0,43,43,2.0,0.0,29,1,A6,3,1,1,1,1,1,1,1
35.5,3.5355339059327378,33,38,2.0,0.0,29,2,B15,9,1,1,2,2,1,2,1
42.4,10.4546640309481,33,60,1.8,0.4472135954999579,29,1,A14,3,1,1,1,5,3,2,0
40.0,17.146428199482248,20,62,1.4,0.5477225575051661,29,1,A1,1,1,1,4,5,5,1,1
50.4,7.893034904268447,38,57,1.2,0.4472135954999579,29,2,B1,4,1,1,2,4,4,2,1
34.8,9.934787365615836,28,52,1.8,0.4472135954999579,29,3,C1,2,1,1,1,5,5,2,0
38.0,0.0,38,38,1.8,0.4472135954999579,29,1,A4,3,2,1,2,2,1,2,0
43.0,6.123724356957945,33,48,1.2,0.4472135954999579,29,3,C12,12,1,1,1,5,4,1,1
33.0,7.0710678118654755,28,38,2.0,0.0,29,1,A13,1,1,1,1,2,1,1,1
43.0,7.0710678118654755,38,48,1.0,0.0,29,3,C18,3,1,1,2,2,2,1,1
49.4,17.052858997833766,23,67,1.2,0.4472135954999579,29,2,B10,2,1,1,3,5,5,1,1
47.5,20.506096654409877,33,62,1.5,0.7071067811865476,29,1,A19,6,2,1,1,2,2,1,1
62.0,0.0,62,62,1.0,0.0,29,1,A31,6,2,1,1,1,1,1,1
46.0,13.856406460551018,38,62,1.6666666666666667,0.5773502691896257,29,1,A10,3,1,1,1,3,2,1,1
47.5,13.435028842544405,38,57,1.5,0.7071067811865476,29,2,B1,2,1,1,1,2,2,1,1
40.8,12.617448236470002,28,62,1.8,0.4472135954999579,29,1,A1,2,1,1,1,5,4,2,1
29.666666666666668,5.773502691896258,23,33,2.0,0.0,29,1,A15,1,2,1,2,3,3,2,1
63.666666666666664,2.886751345948128,62,67,1.0,0.0,29,2,B10,2,1,1,1,3,2,2,1
55.4,14.310835055998654,38,72,1.4,0.5477225575051662,29,1,A11,3,1,1,1,5,3,1,1
44.8,9.549869109050658,28,52,1.2,0.4472135954999579,29,3,C5,11,1,1,1,4,3,2,0
33.0,0.0,33,33,2.0,0.0,29,1,A15,14,2,1,1,1,1,1,1
43.0,0.0,43,43,1.0,0.0,29,3,C36,14,1,1,1,1,1,1,1
36.333333333333336,12.583057392117915,23,48,1.6666666666666667,0.5773502691896257,34,3,B17,6,1,1,2,3,3,2,1
40.4,12.300406497347964,28,60,1.8,0.4472135954999579,29,1,A1,3,1,1,1,5,4,1,1
52.4,12.25969004502153,38,67,1.4,0.5477225575051662,29,2,B10,2,1,1,1,5,3,1,1
28.0,0.0,28,28,2.0,0.0,29,3,C1,4,2,1,1,1,1,1,1
40.8,12.716131487209465,28,57,1.4,0.5477225575051662,29,3,C12,14,1,1,1,5,3,2,1
33.0,0.0,33,33,2.0,0.0,24,1,A15,14,2,1,1,1,1,1,1
41.0,2.73861278752583,38,43,2.0,0.0,29,1,A10,3,1,1,1,5,2,1,0
52.75,19.92276754536545,38,82,1.5,0.5773502691896257,29,1,A10,3,1,1,2,4,2,1,1
33.0,14.142135623730953,23,43,1.5,0.7071067811865476,29,4,P20,2,1,1,1,2,2,1,1
39.333333333333336,12.055427546683417,28,52,1.6666666666666667,0.5773502691896258,29,1,A4,3,1,1,3,3,2,2,1
57.6,22.36738697300156,38,82,1.6,0.5477225575051661,29,1,A6,3,1,1,1,3,1,1,0
35.5,10.606601717798211,28,43,1.5,0.7071067811865476,9,1,A1,8,1,1,2,2,2,1,1
57.0,0.0,57,57,1.0,0.0,29,2,B24,11,1,1,1,1,1,1,1
38.0,0.0,38,38,2.0,0.0,29,1,A30,4,1,1,1,2,2,1,1
48.8,19.382982226685343,33,82,1.6,0.5477225575051661,29,1,A10,3,1,1,2,5,3,2,1
55.4,19.9949993748437,33,82,1.4,0.5477225575051662,29,1,A10,3,1,1,1,5,2,2,0
38.0,0.0,38,38,2.0,0.0,29,2,B15,9,1,1,1,1,1,1,1
45.666666666666664,20.256686138984666,23,62,1.3333333333333333,0.5773502691896258,29,1,A11,3,1,1,3,3,3,1,1
50.666666666666664,10.969655114602888,38,57,1.3333333333333333,0.5773502691896258,9,3,C56,6,2,1,2,2,2,2,1
36.0,7.582875444051551,28,43,1.8,0.4472135954999579,29,4,A2,3,2,1,2,5,4,2,0
41.8,12.029131306956458,33,62,1.4,0.5477225575051662,29,4,A31,9,2,1,2,5,3,2,0
44.333333333333336,10.96965511460289,38,57,1.6666666666666667,0.5773502691896257,29,2,B12,2,1,1,1,3,3,1,1
38.0,0.0,38,38,2.0,0.0,29,1,A10,3,1,1,1,1,1,1,1
36.0,7.582875444051551,28,48,1.8,0.4472135954999579,29,1,A36,1,1,1,3,5,5,1,1
52.0,0.0,52,52,1.0,0.0,29,2,B4,10,1,1,1,1,1,1,1
43.8,7.9498427657407165,33,52,1.4,0.5477225575051661,29,2,B34,2,1,1,3,5,4,2,1
42.0,6.519202405202649,33,48,1.4,0.5477225575051662,29,3,A18,4,1,1,3,5,4,1,1
34.0,6.519202405202649,28,43,2.0,0.0,29,1,A1,1,1,1,2,5,5,2,1
50.0,15.937377450509228,28,62,1.4,0.5477225575051661,9,1,A11,3,1,1,1,5,4,1,0
44.6,11.610340218959994,28,57,1.4,0.5477225575051661,29,1,A24,3,2,1,3,5,4,2,1
43.0,8.660254037844387,33,48,1.3333333333333333,0.5773502691896257,29,3,C17,14,1,1,1,2,2,1,1
39.0,8.944271909999157,28,48,1.6,0.5477225575051661,29,1,A15,14,2,1,3,5,4,2,1
40.4,8.44393273303382,33,55,1.6,0.5477225575051662,29,3,C44,14,1,1,2,5,4,2,0
39.8,13.0843417870369,28,62,1.8,0.4472135954999579,29,1,A1,1,1,1,1,5,4,2,0
41.333333333333336,5.773502691896258,38,48,1.6666666666666667,0.5773502691896257,46,2,B23,6,1,1,2,3,3,2,1
40.5,5.000000000000001,38,48,1.0,0.0,46,4,P1,3,1,1,1,3,3,1,1
48.0,0.0,48,48,1.0,0.0,29,3,C13,9,1,1,1,1,1,1,1
45.2,10.848963084092414,28,57,1.2,0.4472135954999579,29,3,C21,14,1,1,1,5,3,2,1
41.5,18.41195263952197,23,67,1.75,0.5,44,2,A4,2,1,1,3,4,4,2,1
46.6,12.521980673998822,28,62,1.2,0.4472135954999579,29,3,A22,14,1,1,3,5,4,2,0
32.0,5.477225575051661,23,38,2.0,0.0,9,1,A15,6,2,1,3,4,2,2,0
40.0,5.70087712549569,33,48,1.2,0.4472135954999579,29,4,C17,2,1,1,2,5,4,2,1
33.0,0.0,33,33,2.0,0.0,29,3,C11,7,1,1,1,1,1,1,1
28.0,0.0,28,28,2.0,0.0,29,3,C1,4,2,1,1,1,1,1,1
48.4,11.907980517283358,33,57,1.4,0.5477225575051662,29,2,A15,6,1,1,2,5,5,2,0
46.25,9.74251849711699,38,57,1.5,0.5773502691896257,29,2,B17,6,2,1,1,3,3,2,1
44.8,10.545141061171254,38,62,1.6,0.5477225575051662,9,1,A33,1,1,1,2,4,3,2,1
47.75,11.84271928232701,33,62,1.25,0.5,29,1,A15,6,1,1,2,4,4,2,1
42.8,8.955445270895243,33,57,1.4,0.5477225575051661,29,2,B19,2,1,1,3,5,5,1,1
43.5,11.0,38,60,1.75,0.5,29,1,A4,3,2,1,1,2,2,2,1
45.6,15.517731793016658,28,62,1.6,0.5477225575051661,29,1,A1,3,1,1,1,5,3,2,0
42.5,13.435028842544405,33,52,1.5,0.7071067811865476,9,2,B16,6,1,1,1,2,2,2,1
44.0,13.92838827718412,28,62,1.75,0.5,29,1,A1,3,1,1,1,4,3,1,1
34.666666666666664,11.547005383792516,28,48,1.6666666666666667,0.5773502691896257,29,3,C10,9,2,1,1,2,2,2,1
30.5,3.5355339059327378,28,33,2.0,0.0,29,3,C11,6,1,1,2,2,2,2,1
48.0,0.0,48,48,1.0,0.0,29,3,C5,11,1,1,1,1,1,1,1
52.0,0.0,52,52,1.0,0.0,29,2,B16,12,1,1,1,1,1,1,1
33.0,6.123724356957945,28,43,1.8,0.4472135954999579,29,4,P42,9,2,1,1,3,2,1,0
58.25,6.291528696058958,52,67,1.0,0.0,29,2,B10,2,1,1,1,4,3,1,1
38.0,0.0,38,38,2.0,0.0,29,2,B19,13,1,1,1,1,1,1,1
50.4,7.893034904268446,38,57,1.2,0.4472135954999579,29,2,B30,9,1,1,2,5,4,1,0
37.75,16.33758448078132,28,62,1.75,0.5,29,4,A21,1,1,1,2,4,4,2,1
48.6,10.430723848324238,33,62,1.2,0.4472135954999579,29,3,A31,6,1,1,3,5,4,2,1
53.4,17.6578594399208,28,72,1.4,0.5477225575051661,29,1,A11,3,1,1,1,4,2,1,0
43.2,11.77709641634983,23,52,1.2,0.4472135954999579,29,3,B4,9,1,1,3,5,3,2,1
72.0,14.142135623730953,62,82,1.0,0.0,29,1,A11,3,1,1,1,2,1,1,1
36.8,8.497058314499203,33,52,1.8,0.4472135954999579,29,1,A15,7,1,1,4,5,4,2,1
52.4,14.064138793399332,33,67,1.4,0.5477225575051662,29,2,B11,2,1,1,2,5,2,2,1
60.0,0.0,60,60,1.0,0.0,16,1,A29,2,1,1,1,1,1,1,1
59.5,5.000000000000001,57,67,1.0,0.0,29,2,B10,2,1,1,1,4,2,1,1
49.6,11.502173707608488,38,62,1.6,0.5477225575051661,12,1,A31,4,1,1,1,3,3,2,1
39.666666666666664,2.886751345948128,38,43,1.6666666666666667,0.5773502691896257,29,1,A18,3,1,1,2,3,2,1,1
